Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Sample_0	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41
P21980	P21980	P21980	P21980		10300.1	11430.0	10907.0	8136.59	9226.61	10797.1	8985.27	8045.85	10055.5	10276.0	8871.67	10496.2	8078.71	9140.91	8787.23	10277.3	10792.7	10573.4	11186.4	10504.9	11408.8	9195.84	10318.1	9355.87	9523.11	9670.54	10779.4	11655.8	11394.2	11048.4	11183.6	10569.8	11131.5	10169.5	11760.1	10668.5	9502.5	11467.6	10759.1	9700.06	10980.8	10540.3
Q5T197	Q5T197	Q5T197	Q5T197		10054.6	10513.7	11086.4	12702.2	10361.4	9989.9	10780.5	10140.8	10554.6	6806.14	7096.67	7137.68	11417.1	10974.3	10419.9	11450.7	11142.1	12488.3	7508.53	7791.04	7248.01	10292.3	11000.9	11435.2	5649.04	7651.42	5382.5	11157.0	11958.4	12116.2	11407.5	11787.6	10009.6	12413.1	11136.6	10962.7	5360.76	5811.89	5516.22	12025.2	12996.8	11546.7
Q92618	Q92618	Q92618	Q92618		6497.92	5195.73	4820.56	6262.7	5697.41	5838.11	5368.83	5879.95	6142.97	5864.12	4958.32	5606.03	5180.93	5355.98	4779.92	5964.11	6677.27	6042.57	6672.3	6332.66	6304.08	5797.29	6932.5	6411.12	6536.67	5226.18	5515.91	5852.94	6658.1	6283.41	5679.24	5400.93	6273.26	5966.86	6041.7	6376.29	6781.55	6473.53	6516.18	5538.14	6565.55	6430.6
O76000	O76000	O76000	O76000		1417.14	1511.1	1662.48	1699.07	1726.38		1233.04	1628.87	2128.7	1432.19	1776.16	1801.71	1840.87	2090.18	1755.33	1220.21	1353.3	2234.9	1229.31	1506.38	1313.9	1774.46	1280.43	1757.29	2044.28	1395.32	1912.04	1624.26	1410.79	1499.8	1391.18	1209.98	1379.8	1739.76	2353.09	2066.23	1120.49	1847.25	1991.45	2386.56	1605.99	1273.87
Q96MY7	Q96MY7	Q96MY7	Q96MY7		5661.07	5356.09	5248.81	5645.98	5604.97	5580.23	4627.28	3893.31	4388.76	4836.12	6096.1	5700.07	5098.41	5356.4	5113.81	6077.78	6478.49	5677.28	5371.85	5371.26	4725.72	5275.21	4786.07	5343.68	5960.91	6644.45	6806.85	6682.72	5758.88	5567.26	4952.51	4904.63	4447.26	6001.73	6425.9	5891.9	6101.31	6221.25	6126.08	6587.68	5945.58	6339.48
Q6GMV3	Q6GMV3	Q6GMV3	Q6GMV3		25966.2	25651.1	27313.3	24782.4	23149.7	25172.6	23992.9	24367.1	27388.6	25154.0	24564.9	24182.5	20654.6	23869.8	23060.4	22661.4	23982.5	23712.6	25687.3	25140.3	24833.7	23576.3	24872.2	23781.1	25441.6	25330.1	26062.6	25618.1	26683.9	22842.7	25629.8	25448.1	24126.0	25269.9	22723.0	24581.8	28178.1	28103.6	26245.0	24187.1	25133.9	25186.3
P01185	P01185	P01185	P01185		10010.4	9979.87	10741.9	10479.1	10004.2	10599.6	9275.23	9150.64	8929.23	10243.5	9557.55	10412.3	7983.89	8037.1	8900.97	9793.51	10274.3	10250.7	9134.08	9682.35	9275.31	10162.2	9507.77	8977.22	9478.84	10242.8	9541.12	10476.6	10782.8	10561.3	8646.05	8959.54	9028.48	9610.99	9564.94	9895.31	9490.7	9402.51	9979.13	10666.9	10402.6	10989.2
Q13425	Q13425	Q13425	Q13425		12014.9	12102.9	12806.9	11559.7	12961.9	13555.9	13490.0	13736.1	14167.2	12257.0	12579.2	12643.8	12331.5	12083.3	11717.8	12287.5	12830.8	12520.8	12466.5	12346.1	12231.9	12761.4	13616.2	13597.2	8465.87	9080.78	8455.79	12766.2	14137.9	12818.6	13197.7	12261.6	12691.8	12053.7	13311.5	12217.1	8069.16	7933.66	8653.84	12803.1	13776.8	12154.5
Q96A56	Q96A56	Q96A56	Q96A56		3257.61	3977.73	3780.21	4930.22	4364.35	4073.37	4075.48	4263.89	4878.91	4723.24	4667.23	4338.36	3679.95	4183.04	4237.86	5220.04	4351.6	4572.71	4374.54	4829.5	3898.49	4550.66	3967.06	4158.1	5304.95	5316.48	4673.9	4133.74	4636.98	3784.84	3184.67	5096.61	4191.34	4790.61	3913.33	4308.34	4695.25	4489.27	4491.04	5201.49	5058.63	4903.11
P41968	P41968	P41968	P41968		16467.8	15334.7	15741.6	19406.7	17881.2	19856.2	16847.4	17893.5	18191.8	17345.6	17280.7	21198.1	18339.3	19650.1	20800.0	20892.8	22146.3	18768.8	18041.4	18417.7	17975.5	21656.3	20003.6	19438.2	18632.3	20684.5	21925.3	17343.6	17827.8	19657.3	21536.0	17082.8	18616.7	16327.3	18768.8	19865.6	21201.7	20366.6	20834.0	18660.5	18112.5	17589.4
P61020	P61020	P61020	P61020		4113.87	3814.19	3401.07	3096.19	3549.67	3768.11	2977.09	2668.23	3370.24	3477.86	3725.93	3107.11	3348.86	3165.38	3789.85	3504.46	3826.74	3899.59	3532.07	3383.05	3669.01	3250.36	3092.44	3300.68	2546.84	3047.07	3037.16	3725.14	3927.63	3814.68	3215.01	3140.88	3367.41	3977.21	3708.73	3759.4	4015.55	3330.52	3305.4	3708.91	3274.33	3390.92
Q7RTY1	Q7RTY1	Q7RTY1	Q7RTY1		165.337																												686.544			173.747				483.163						594.297
P07148	P07148	P07148	P07148		9268.79	9910.35	9947.7	9232.35	9595.87	9778.8	9194.18	9073.77	8805.8	9999.96	9929.68	10081.3	8299.19	8215.79	8030.87	10274.6	8792.83	10350.5	9899.81	9305.17	10942.5	9775.21	11679.7	10610.2	7912.57	9232.33	8981.91	10749.6	10283.8	11714.8	10428.6	10901.0	10613.9	8852.85	9339.1	8034.64	10147.7	9911.92	9100.29	8318.91	11248.5	9472.21
P51684	P51684	P51684	P51684		22795.8	22762.4	24314.4	20692.4	22110.5	21593.8	20443.2	22582.2	20883.7	21131.3	21043.8	22246.9	24037.9	24619.4	22934.8	20177.7	24129.8	23766.9	22070.4	20259.4	23356.5	22389.9	23214.8	22425.0	22297.5	22003.0	22147.0	24856.1	25686.9	23849.9	23181.3	25654.4	24235.1	23549.4	22166.7	23082.6	22243.0	24252.8	21799.2	24704.2	22780.6	22496.9
P51684;Q99946	P51684;Q99946	P51684;Q99946	P51684;Q99946		12362.1	12697.3	11735.1	11529.8	9753.99	13580.1	13777.1	12268.9	13864.2	14526.1	13564.4	12532.0	17752.3	17946.2	14962.8	14665.5	16821.0	18958.0	14098.5	19022.6	14146.6	17245.5	15696.6	14667.2	15846.2	12835.6	13813.1	12517.4	14220.9	13600.6	17343.6	18359.9	17552.9	15949.7	14327.9	12503.2	20433.6	16048.0	19662.7	12495.4	13637.5	13531.0
Q9NXH3	Q9NXH3	Q9NXH3	Q9NXH3		23799.7	22479.2	16515.4	20322.4	13754.6	20760.7	22552.4	20938.2	18781.5	16519.9	21906.1	25539.5	21232.7	25887.4	17234.1	18450.1	20432.8	23231.1	20737.5	22670.0	18068.2	26881.9	21275.7	24087.7	22473.2	23998.1	23689.0	25162.8	21869.3	22737.3	23718.5	20938.5	21301.9	21782.3	16619.5	20598.0	26779.4	22997.0	22433.8	23602.2	25680.2	17439.1
Q15154	Q15154	Q15154	Q15154		27980.1	30919.3	27383.4	28169.7	32282.7	29228.0	27138.6	32985.2	37022.3	27124.6	30414.9	28881.9	34499.2	31013.9	31093.2	32266.8	30145.4	34084.0	29089.4	31349.9	34441.1	31496.6	30772.2	28589.8	31204.6	25936.9	33860.9	39896.4	33068.0	36460.6	29460.0	24611.5	26774.9	25543.0	29750.0	27637.7	22693.0	28470.3	24948.2	29206.6	24552.4	27661.3
A0A087WSX0	A0A087WSX0	A0A087WSX0	A0A087WSX0		9780.81	10082.3	10080.4	11363.5	10762.1	9740.84	7307.66	9153.32	8551.15	10380.1	10337.9	10035.9	9273.72	10142.4	10061.2	10312.9	10120.4	10232.9	10532.0	10887.3	10786.2	9643.97	10276.9	9927.61	5878.58	5359.73	5573.59	11073.0	9426.81	9912.13	8160.0	8050.27	8974.68	10519.2	10027.8	10421.2	5257.38	5236.32	6000.77	9099.42	9972.42	10391.2
Q92959	Q92959	Q92959	Q92959		527.429	357.369	366.935	185.829	147.72	146.975	378.326	521.419		517.612	354.617	298.528	196.651		135.827		88.7368	344.714	552.444	536.567	260.507	86.0943	365.904			144.327	309.471	725.2	587.729	482.932	446.285	203.526	422.85	358.825		427.589	519.594	259.018	154.441	374.225	464.867	256.47
Q7RTP0	Q7RTP0	Q7RTP0	Q7RTP0		16746.5	17880.0	18138.5	17703.7	18827.2	15937.5	15692.4	15366.9	15469.9	13955.8	12797.2	12024.7	11481.7	11584.9	11508.1	17477.7	16690.6	17220.3	14484.9	13396.6	13401.7	10555.4	9821.54	10928.4	18662.8	17469.4	17064.7	16254.8	16842.0	17282.8	14722.8	13756.4	15482.5	17468.9	17012.4	16790.8	17204.5	17489.9	17383.6	17558.1	15561.7	19102.8
Q7RTP0;Q9UGY1	Q7RTP0;Q9UGY1	Q7RTP0;Q9UGY1	Q7RTP0;Q9UGY1		41024.9	40167.6	36106.1	28734.2	34376.7	30822.8	35224.5	27016.0	21971.8	22496.7	22810.8	24890.0	22606.9	22514.6	24133.4	35085.7	37200.1	39411.5	28599.2	30374.7	29968.1	19625.7	23246.7	27841.4	44184.8	34990.2	24776.0	24938.2	22857.7	29371.7	37875.0	35894.1	33702.8	35204.3	33895.9	35790.3	36832.2	37107.2	29540.7	34175.5	28950.2	28454.2
Q6ZNR0	Q6ZNR0	Q6ZNR0	Q6ZNR0		21011.0	22400.7	23022.9	24498.5	24340.1	26757.9	25429.1	24263.2	28866.6	26104.9	28228.6	24279.4	19676.5	16478.7	14536.2	30438.1	26882.7	28051.9	27517.0	27935.5	26528.3	14696.0	15676.1	17543.3	25571.3	28862.9	28873.8	30496.0	29451.8	25930.5	28093.6	31029.0	30626.3	27765.8	27899.3	29275.3	31342.8	29115.0	34086.4	28327.3	27148.9	29284.4
O60828	O60828	O60828	O60828		8908.46	8734.96	8065.67	8707.86	9873.58	8520.57	8782.52	8810.85	6329.94	7548.48	7635.95	8941.77	7201.44	7256.81	8397.8	7336.82	7607.56	7695.98	7119.73	8886.5	8337.5	9184.59	6396.03	7242.96	7447.22	7102.0	8417.31	7203.25	7283.25	7390.36	5603.45	8264.2	5373.09	6991.58	7707.55	5598.53	4701.65	6948.93	7494.05	7694.53	8618.98	9024.59
P54277	P54277	P54277	P54277		12175.0	11967.5	11926.7	13354.9	12413.1	12724.5	8304.16	8391.07	8516.81	13566.3	13540.1	13583.7	10224.0	9966.83	9234.32	14160.2	15765.3	15121.4	13223.8	13490.6	15596.3	9971.32	8116.76	8962.23	1967.7	3605.07	1877.11	14806.8	13835.8	14221.8	10447.7	10245.2	10593.0	15084.7	13216.4	14129.6	3144.44	2443.87	3239.03	14632.2	14518.9	15465.3
P25786	P25786	P25786	P25786		3254.77	4049.42	4406.93	4072.72	4614.26	5430.89	4403.87	4189.02	4798.65	3123.82	4668.15	4710.49	3984.32	4698.44	3139.94		1682.75	2975.24	2825.92	3706.66	3410.82	3907.9	5305.69	4116.27	4259.23	4092.13	5212.82	4321.15	4579.17	4275.07	4007.45	4472.38	4084.75	4362.81	4016.77	2576.95	3621.61	4713.09	4028.55	4665.46	5248.89	5423.38
P30281	P30281	P30281	P30281		1394.44	1079.66	835.787	1686.32	1326.22	1108.51	1504.07	1550.48	1537.0	1361.09	1346.56	1146.42	1381.48	1262.59	1421.77	1455.21	1472.54	1380.15	1683.34	1647.95	1931.17	1547.02	1465.48	3171.33	1860.76	1404.99	1817.16	1438.55	1715.01	1112.41	1730.39	1668.25	1245.12	1473.67	1639.43	2039.63	1031.79	1135.94	1167.43	1579.1	1449.44	1534.11
P61201	P61201	P61201	P61201		6379.38	5072.12	5342.26	5234.34	5372.74	6152.12	5183.62	4294.88	5421.56	6650.62	6165.94	6274.02	5310.05	5539.21	5111.68	5530.63	5457.56	5796.64	4991.8	5767.44	5361.19	5472.36	5412.14	6213.2	4737.24	4790.64	5167.06	5161.36	5616.68	5011.29	5547.23	5066.16	6207.25	5497.33	4913.52	5468.2	5062.82	5378.33	5404.17	4887.25	5970.48	5787.93
Q9P055	Q9P055	Q9P055	Q9P055		36734.8	38971.7	37712.0	36259.6	35232.5	35935.0	34357.0	35659.7	36833.9	37008.1	35855.8	36705.4	30172.9	31458.4	30178.0	36815.5	37259.1	37062.2	37793.8	37362.1	36749.9	38073.2	37689.2	38436.0	35891.2	35861.0	37656.4	36097.8	37526.1	37890.0	39552.1	39326.9	38397.1	37359.3	38653.8	37977.6	39369.0	40752.8	39810.5	36990.1	36596.7	35877.4
Q9UBH6	Q9UBH6	Q9UBH6	Q9UBH6		6500.92	6115.05	6362.64	7087.18	6400.22	5848.25	6647.05	6545.39	4563.98	5933.5	6304.19	5531.82	5711.95	5974.24	5287.28	6358.45	6401.81	6978.44	7521.58	6180.8	5834.42	6811.35	7981.02	6353.57	6846.63	8585.15	7607.76	6540.63	6180.14	6634.43	6114.66	6937.26	6070.88	7327.38	7343.9	7295.7	8435.04	6666.13	8001.07	9014.11	8186.29	7003.47
Q9UBH6;Q5SZJ8	Q9UBH6;Q5SZJ8	Q9UBH6;Q5SZJ8	Q9UBH6;Q5SZJ8		23623.2	25851.6	24813.4	25773.2	21590.3	24636.2	18901.8	21628.3	20647.8	26745.0	22593.9	23707.5	23930.4	22270.8	23590.8	28699.8	27963.0	31459.8	24258.2	27630.8	31360.6	21792.9	24688.6	20859.6	24301.6	28286.4	26762.4	25312.8	27011.0	27657.6	26295.9	26620.3	27115.0	27165.2	28252.6	30890.0	25810.8	27131.5	26593.1	27164.2	23360.7	25883.1
O95841	O95841	O95841	O95841		3304.06	1509.83	2244.39	3999.79	4531.44	3450.11	3354.23	4607.33	3476.43	4278.06	3985.44	3372.18	3527.93	4257.74	4531.73	4840.24	3344.06	2889.57	4148.55	3265.34	2936.49	3286.14	3241.53	3288.97	3082.64	2711.33	2290.25	1404.05	861.052	1218.16	3028.63	2639.74	3316.27	4127.56	4435.66	4326.41	3558.22	3276.51	2856.07	3157.82	4042.69	3466.31
Q9NX94	Q9NX94	Q9NX94	Q9NX94		28977.4	24572.8	28531.9	25397.8	24510.1	24979.0	19673.7	23503.9	25622.0	23273.3	25924.3	25280.9	25578.8	25909.4	24864.2	24419.7	27635.8	25226.0	30024.7	29790.8	28420.3	28893.6	27460.0	25852.0	26781.2	26924.9	26679.3	26325.7	32315.2	28127.9	24248.5	23950.1	23686.9	28045.6	23564.2	25895.6	27600.5	28675.2	28700.5	23275.9	22966.3	22410.0
Q8NGJ6	Q8NGJ6	Q8NGJ6	Q8NGJ6		14827.3	15301.8	15242.6	16849.1	13896.0	16283.9	11087.8	15747.8	13889.4	14713.6	15177.5	15777.4	12868.0	15078.6	12025.3	14127.7	19529.8	15902.5	17335.1	15424.5	16787.9	16557.3	14423.5	17006.0	13943.8	15734.0	15234.8	13836.8	14364.6	17045.0	14088.0	15989.4	18732.2	15580.5	16719.8	16445.4	17341.9	18095.8	16985.5	13987.5	16948.9	16449.6
P39748	P39748	P39748	P39748		5500.92	6054.11	6414.66	6131.33	6543.35	5431.76	4097.8	4881.69	5225.21	6020.29	6218.13	5916.88	6276.45	7065.23	6612.08	6336.4	6457.04	7163.66	5901.7	5442.08	5239.67	5321.85	5598.93	5298.8	6232.47	6914.78	5762.82	5896.83	6756.73	6617.35	5482.2	6087.53	6283.3	5985.36	6597.07	6210.15	5522.32	6639.94	6676.61	5788.68	6467.92	5858.58
Q9Y5G8	Q9Y5G8	Q9Y5G8	Q9Y5G8			1503.45	1268.63					1049.01	1582.21	1395.76	1916.33				1346.39	1951.33	1946.14	1876.02	1787.6	1664.62	1951.33	1741.49	3274.51		1966.35	2215.62	2130.24	2490.98	1260.1	1903.96	2554.43	2079.1		2846.38	2570.7	2132.05	1390.71	1425.52	1301.24	2595.41	1882.55	2246.41
Q86XS5	Q86XS5	Q86XS5	Q86XS5		3666.75	3573.04	2988.93	3552.83	3931.02	4063.22	4042.41	4845.06	3149.75	2813.72	3594.07	3512.93	2583.55	3111.98	2904.15	2522.91	2967.95	2801.72	3395.94	3288.45	3098.48	3519.99	3718.4	2432.55	2736.52	3544.36	2824.06	4172.5	4243.57	3291.23	3223.94	3110.49	4020.32	3089.14	3093.81	3178.67	3512.49	3420.63	4540.44	4222.56	3374.21	3591.7
O60393	O60393	O60393	O60393		2159.1	2907.36	3138.54	2616.96	3671.82	3038.57	2261.2	2938.6	2824.05	2429.0	2042.71	1806.42	3216.21	2900.17	3404.82	3080.06	2381.63	2692.37	2771.87	2066.95	2841.49	2751.38	3408.82	2427.27	2500.31	3116.68	3351.84	3135.42	3196.08	3386.49	3531.43	1767.38	2952.43	3021.15	2991.2	3406.0	3056.01	2663.71	2766.24	3436.16	3042.52	3658.45
Q9NZB8	Q9NZB8	Q9NZB8	Q9NZB8		7351.9	7360.17	6600.57	6313.25	8186.91	7672.75	7382.04	6503.94	6876.24	6982.01	7583.66	7744.64	6871.73	6915.44	6213.43	6799.7	6733.23	7486.17	7324.55	7815.41	7448.68	7588.62	7782.28	6386.02	7096.45	6771.7	6967.66	8324.34	6891.18	6755.79	6619.69	7092.37	6442.62	7230.29	6660.24	6893.83	7104.95	8033.8	6942.04	7078.14	7329.59	6774.84
P11168	P11168	P11168	P11168				764.815											1123.3				462.094	683.739	1253.52	334.047				777.033	989.823	727.59			329.517											1498.19	
Q8NHA6	Q8NHA6	Q8NHA6	Q8NHA6		5213.24	6184.0	5828.86	6952.69	8302.55	7040.06	5460.6	4240.79	4421.44	6851.51	7300.78	3717.65	10032.2	11436.7	5503.12	5678.08	3213.67	5922.81	6800.74	6948.31	3103.5	4939.32	8236.67	8233.54	8401.53	9770.39	6464.08	4155.38	5545.31	7100.03	4358.89	6777.94	6225.42	5918.48	5763.85	5858.03	7498.68	9232.89	12712.0	7220.53	10011.7	7062.12
Q53R12;Q96D05	Q53R12;Q96D05	Q53R12;Q96D05	Q53R12;Q96D05		1860.33	1937.16		1900.78	1397.16	1414.18	1602.57	1218.96		2035.34	743.789	1151.39		1532.88		2333.25		2035.5		1579.47		2245.51		2652.27	2003.9	1529.92		1236.78	2047.47					1344.56			1322.19		1836.71	1333.8	1708.44	1867.61
P02461	P02461	P02461	P02461				3362.04	2849.98	2944.03	3505.21			2996.71	3352.43	2985.43			3939.34	2772.83			2171.14	2761.35	3795.8		3810.08	2340.07	3137.2	2276.67	2233.82	2657.28	2631.13	2898.73		2225.41		3208.99	3012.14		3646.63	2714.16	2894.85	2424.09	2838.52		2730.7
P12319	P12319	P12319	P12319		10234.5	11003.1	10541.3	10215.0	12326.0	11051.9	9634.39	9108.36	7411.92	10129.1	9373.76	8736.16	9521.79	8352.11	10319.5	10114.7	9247.05	9924.56	7864.52	8137.03	8675.69	8793.02	8531.18	7528.12	11169.3	9554.82	9656.21	10345.0	9063.59	10605.4	6375.4	8082.52	8145.15	9521.46	8856.33	9776.21	5814.35	9457.83	8880.4	10194.5	9756.02	10366.1
P78334	P78334	P78334	P78334		6767.18	5843.8	5768.53	5829.11	5019.38	5939.35	3449.57	4496.77	4519.17	5830.57	6156.31	6071.04	4629.73	5654.73	5295.64	7140.92	6916.82	6589.74	5850.4	6335.59	6656.62	5831.57	6009.52	4981.6	4788.81	5164.9	5174.41	6771.45	6005.95	5156.01	6174.48	5624.45	6183.27	5915.24	5698.06	5463.97	7301.29	5889.11	8023.81	4910.47	5273.44	5110.6
Q8WVX9	Q8WVX9	Q8WVX9	Q8WVX9		11039.9	10044.4	9825.59	9488.23	10385.9	9729.38	11303.7	10885.0	11407.9	9690.91	10412.7	9236.59	8840.64	10107.3	11384.7	8955.11	11193.5	8283.41	9954.09	10113.1	9657.57	9373.49	10089.6	8263.56	7798.77	8310.4	8867.43	8798.9	8958.86	10006.1	8352.66	7532.77	8390.35	7444.7	8632.33	7974.68	8865.54	9367.68	8635.26	7822.39	7028.62	7292.76
Q9Y5F3	Q9Y5F3	Q9Y5F3	Q9Y5F3		7685.47	8107.46	8496.98	7161.14	6942.82	7243.66	7797.66	6944.7	6437.51	7167.5	6259.97	6362.29	6606.23	6752.1	6736.64	7277.02	7173.63	7935.69	7851.19	7394.89	7594.02	5803.87	6038.96	7038.97	7214.27	6655.22	6948.36	6560.12	7025.92	6938.8	7070.83	7342.07	6813.93	8281.14	7090.59	7379.4	7161.93	8076.24	6840.1	7384.63	6590.67	7207.43
Q8N1E2	Q8N1E2	Q8N1E2	Q8N1E2		1449.43	1891.35	964.85	1632.34	1786.09	1864.84	965.526	1175.58	1619.69	1718.86	2302.65	1437.41	1802.24	1540.72	1296.68	2367.8	2311.93	2116.54	2404.88	1340.89	1901.23	2537.07	2962.01	1552.26	1879.24	2212.74	2017.12	2648.12	3001.42	3005.65	2297.95	2023.61	2156.6	2398.44	1896.78	2177.84	1828.82	1425.54	1514.62	2714.77	2869.81	2186.65
Q8N6U8	Q8N6U8	Q8N6U8	Q8N6U8		4633.24	5711.72	4125.38	4001.61	4802.56	5321.11	5487.46	6213.52	3754.99	5387.46	4310.4	4459.67	4549.13	5143.63	5528.74	4643.48	4604.08	3504.74	5007.48	4130.95	4429.07	4771.1	4588.81	5692.33	4042.16	4530.93	4707.32	3950.0	5346.49	4994.31	4245.83	5142.73	3593.84	6258.08	3351.53	3364.8	5830.15	5587.0	5612.66	3703.23	5455.37	4920.59
Q9UBU2	Q9UBU2	Q9UBU2	Q9UBU2		7394.29	6924.33	7112.34	7403.68	7977.67	7311.3	6074.91	6421.56	7285.6	7452.52	7590.88	6765.23	7313.79	7126.29	6710.33	6906.45	7125.45	7135.22	7204.1	7214.43	7004.08	7994.44	7453.12	8108.65	8177.12	7241.94	7549.54	7587.68	7738.25	7260.12	7357.96	7141.32	6771.52	7414.98	6657.67	6766.56	7700.26	8058.49	8237.47	6849.49	7280.89	6602.71
Q8IVL1	Q8IVL1	Q8IVL1	Q8IVL1		1128.23	385.803	556.473	1367.16	931.617	1029.33	942.671	872.724	1210.14	917.859	1210.73	703.348	904.951	858.826	831.61	663.403	1213.27	898.92	714.94	1136.29	1170.11	866.911	1095.33	913.141	1124.44	1159.0	796.07	1217.28	1466.17	950.054	1123.7	709.983	1179.18	697.846	1164.21		540.799	805.153	1319.15	593.696	863.949	1483.62
Q96HL8	Q96HL8	Q96HL8	Q96HL8		6917.89	5514.89	7322.72	7187.08	6400.24	6297.98	7036.85	6648.93	6723.04	6712.48	6591.43	6533.27	7076.43	6623.45	6620.0	6791.83	6428.86	6238.63	7486.26	6724.22	6878.09	6921.48	7225.75	5667.96	6126.42	6766.7	6723.15	6693.83	6682.25	6012.23	7030.86	6575.49	5818.08	6025.23	6584.71	5553.77	6705.08	6888.45	7144.79	6184.61	5735.96	5460.24
Q8TCU5	Q8TCU5	Q8TCU5	Q8TCU5		29777.0	27085.9	30296.9	26423.2	24391.1	26397.3	21892.6	24431.6	21913.9	21236.0	16828.2	20495.3	28744.2	26379.0	28289.2	26792.5	26664.2	25175.9	21022.5	24034.3	21724.5	24607.2	23676.4	24307.8	22872.9	20634.7	19449.7	25201.9	26181.4	26442.1	27259.1	23834.8	27314.7	24301.8	24588.3	24722.2	23679.1	25468.9	21188.6	20287.7	20644.4	22751.0
P13612	P13612	P13612	P13612		14811.9	14482.4	13903.0	14656.5	14706.8	14665.0	12917.5	10253.2	11950.0	13717.4	15104.0	14955.7	13851.1	13597.0	15952.3	14578.4	14333.6	15359.4	13490.4	14940.6	13882.4	16432.3	15771.9	15531.3	16200.2	16412.7	16761.9	13783.4	16108.0	13632.5	13488.7	15526.0	13163.8	14937.4	15457.5	15760.2	15913.9	16863.3	15429.2	14601.0	14047.9	13986.8
Q96GV9	Q96GV9	Q96GV9	Q96GV9		1925.08	1792.9	1936.26	5413.91	5059.94	5017.69	2153.44	1787.07	2196.76	3089.1	3180.71	3360.01	3141.06	2225.86	2382.93	3681.59	3722.57	5175.28	3207.6	2254.32	2400.26	3347.28	2877.39	2933.43	3428.19	3123.8	4446.38	1095.19	1359.67	1472.84	2453.23	2332.27	2153.15	3367.9	3579.56	3606.79	4225.05	2700.61	3493.61	4425.0	4721.72	3548.78
O75019	O75019	O75019	O75019		9562.24	9446.76	10577.2	10210.1	9739.82	9527.15	8667.59	8902.59	9641.22	9400.62	10235.4	9460.29	9696.55	9135.44	9727.53	9717.73	10111.6	10336.3	10016.9	9888.09	8878.46	10087.6	9750.1	9684.88	9963.12	9127.05	8152.12	9357.78	10074.8	10059.0	9390.28	8188.41	8596.85	9290.61	10538.9	10191.6	8917.23	8522.73	8601.09	9895.59	10602.5	9966.54
Q6IPW1	Q6IPW1	Q6IPW1	Q6IPW1		11768.6	14876.3	12469.7	16798.7	11101.6	13903.7	16086.2	15144.9	14080.3	15105.0	10620.7	12745.8	17585.9	17878.8	7225.21	16157.9	15938.8	16257.9	17571.0	10115.0	12332.3	10047.0	8871.05	15659.2	17250.2	16322.8	11298.6	10392.1	10290.8	12548.4	9267.55	14854.4	14261.3	13788.8	11151.2	13405.8	11170.2	9605.68	17696.1	16073.9	16957.0	16134.9
Q9Y3S1	Q9Y3S1	Q9Y3S1	Q9Y3S1		11427.6	10912.6	11645.6	11047.0	11390.0	11767.3	12305.7	11495.2	12490.7	10868.4	11983.9	11686.1	10552.2	10910.4	11730.6	11389.5	12584.0	12349.1	11768.8	12412.9	12245.9	12371.3	12628.3	12030.7	12012.4	13510.4	12413.6	12744.4	12730.9	11657.4	11322.8	12587.8	10900.6	11355.8	12204.4	12590.5	11727.7	12284.1	12551.0	11788.4	11982.5	10762.4
A8MX34	A8MX34	A8MX34	A8MX34		3464.6	4883.97	7325.78	7445.3	8625.71	4790.95	4221.18	5894.17	7849.59	5836.64	7691.77	7748.2	7361.87	11261.1	6758.37	5015.35		6679.78	4253.4	7233.69	4582.84	7231.95	5401.32	6032.55	7054.85	6191.15	6881.66	5926.64	6992.58	6212.76	3227.98	2627.16	2714.28	4753.79	5139.95	3418.86	5086.98	5336.94	8144.54	3804.79	6133.17	4780.17
P47874	P47874	P47874	P47874		17737.3	16655.2	17258.9	17025.2	15449.5	17147.1	17398.5	15952.4	16630.9	18673.7	17335.1	16990.9	19871.5	18153.4	16948.2	17774.9	16815.3	17676.0	17349.2	17557.1	19233.6	17870.5	19238.1	19096.4	16274.8	16046.1	16195.9	19639.0	19092.3	17983.6	17976.9	17771.1	19585.1	19141.1	17486.7	17988.1	17382.5	17317.6	16337.1	18237.2	18199.7	18551.6
O95025	O95025	O95025	O95025		2347.51	2230.01	2059.14	2391.8	3238.15	2365.27	2089.14	2132.56	2012.43	2542.53	3034.42	2337.61	2225.45	2087.38	2273.65	3094.38	3380.14	3860.99	3116.9	2817.92	3403.1	3128.85	3033.08	3446.8	2811.14	2117.92	2316.77	3193.7	3366.44	3394.99	2710.66	3477.14	3157.46	3039.39	3650.19	3651.76	2512.78	3093.01	2785.53	2537.26	3150.77	2654.92
